149	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1765793838/cms_media/f7fe7b82b51245469db441f8934be44b.jpg	image/webp	ghevira	ghevira	21842	2025-12-15 10:17:18.888	2025-12-15 10:17:18.888	1	cms_media/f7fe7b82b51245469db441f8934be44b
154	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1766125176/cms_media/7b4115007f357e122f9e9f977f603c09.png	image/png	logo-yfa	logo-yfa	88138	2025-12-19 06:19:37.07	2025-12-19 06:19:37.07	5	cms_media/7b4115007f357e122f9e9f977f603c09
155	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1766135718/cms_media/cd4bc0bae205bf68303cfd65a8c963b0.png	image/png	PT GEMAH NAVERINDO ABADI - logo	PT GEMAH NAVERINDO ABADI - logo	52960	2025-12-19 09:15:18.729	2025-12-19 09:15:18.729	5	cms_media/cd4bc0bae205bf68303cfd65a8c963b0
156	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1766135751/cms_media/2ac4b9f6a2a3520638f6151641d8f739.png	image/png	PT NUSANTARA SINERGI GRUP - Logo	PT NUSANTARA SINERGI GRUP - Logo	141326	2025-12-19 09:15:52.541	2025-12-19 09:15:52.541	5	cms_media/2ac4b9f6a2a3520638f6151641d8f739
157	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1767082452/cms_media/6827e721976ad74da2de8773bb52c321.jpg	image/jpeg	artikel bingung	artikel bingung	2031491	2025-12-30 08:14:13.856	2025-12-30 08:14:13.856	2	cms_media/6827e721976ad74da2de8773bb52c321
158	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1767083094/cms_media/e976ef982a072becf977bb3780ed396e.jpg	image/jpeg	meeting	meeting	1508878	2025-12-30 08:24:56.131	2025-12-30 08:24:56.131	2	cms_media/e976ef982a072becf977bb3780ed396e
160	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1767684762/cms_media/9148cf5f7761d1ec76927fa64fdb9f0b.jpg	image/jpeg	promo 1.1 VO	promo 1.1 VO	289721	2026-01-06 07:32:43.237	2026-01-06 07:32:43.237	2	cms_media/9148cf5f7761d1ec76927fa64fdb9f0b
161	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1767844811/cms_media/daa35510f7ba49e21683dfaf691b2519.jpg	image/jpeg	Promo PAY 1 GET 1	Promo PAY 1 GET 1	196277	2026-01-08 04:00:12.584	2026-01-08 04:00:12.584	3	cms_media/daa35510f7ba49e21683dfaf691b2519
162	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1767844915/cms_media/4bcb8f8fc04ac7884f5f628018037e46.jpg	image/jpeg	Promo Perpajakan SPT	Promo Perpajakan SPT	220286	2026-01-08 04:01:56.907	2026-01-08 04:01:56.907	3	cms_media/4bcb8f8fc04ac7884f5f628018037e46
163	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1767844956/cms_media/cd19084630bf9acfc2c96c52dfbfb9c2.jpg	image/jpeg	Promo CV lengkap	Promo CV lengkap	350041	2026-01-08 04:02:38.43	2026-01-08 04:02:38.43	3	cms_media/cd19084630bf9acfc2c96c52dfbfb9c2
