18	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1765432128/ganesha_cms_wallpapers/254870edaa939c7418ccada01b429003.jpg	ganesha_cms_wallpapers/254870edaa939c7418ccada01b429003	Wallpaper Faisal Ilham	2025-12-12 06:27:53.778	2025-12-12 06:27:53.778	5
21	https://res.cloudinary.com/dzrh2ogbn/image/upload/v1780714980/ganesha_cms_wallpapers/f643e7022f756dc5b0dcc292deecab72.jpg	ganesha_cms_wallpapers/f643e7022f756dc5b0dcc292deecab72	Wallpaper Min Gans	2026-06-06 03:03:04.142	2026-06-06 03:03:04.142	1
\.


